text,cefr_level
Zika virus can also spread by sexual transmission from infected men to their partners .,B2
Because of the lack of predators even the bats spend most of their time on the ground .,B2
The reason that Specialized was based on Special English is related to their respective usage .,B2
Originally the service had been provided by two -axle motor cars .,B2
"Perspective drawings have a horizon line , which is often implied .",B2
Convenience stores usually charge higher prices than conventional grocery stores or supermarkets .,B2
"Both forms of cardamom are used to add flavor to both food and drink , as cooking spices and as a medicine .",B2
Bird eggs are a common food and one of the most versatile ingredients used in cooking .,B2
"The fruit is usually eaten by cutting it in half , then scooping out the pulp with a spoon .",B2
All participants are timed or have a distance measured and this is their end result .,B2
"In some rhythm games , the screen will display an avatar who performs in response to the player 's button-presses .",B2
"Before the 21st century , the evolutionary history of the flying squirrel was often debated .",B2
Grebes make their nest from plants found in the water .,B2
Additives are often added to rocket propellants to modify their burn properties .,B2
Bidatsu suffered from an unknown disease which afflicted him with sores .,B2
European perch lives in water which contains no salt or very little salt .,B2
The Galapagos shark is circumtropical in distribution with a preference for waters surrounding oceanic islands .,B2
Ringed seals eat a wide variety of small prey .,B2
"American carrier aircraft had difficulty locating the target , despite the positions they had been given .",B2
During this period many design houses began to hire artists to sketch or paint designs for garments .,B2
The relationships between the queen and the breeding males may last for many years .,B2
"Humans have managed to construct lighter than air vehicles that raise off the ground and fly , due to their floating in air and water .",B2
The Court ruled 7 - 2 that the death penalty is not always cruel and unusual punishment .,B2
The autism rights movement is sometimes controversial .,B2
"The magazine is published monthly , and additional map supplements are also included with subscriptions .",B2
The landscape is mostly made of meadows .,B2
"He was the 6th child in the family , though two of his siblings were from his father 's first marriage .",B2
Many different theories attempt to explain the nature and function of love .,B2
"The Western Interior Seaway was a shallow sea , filled with abundant marine life .",B2
Oxygen is very reactive and must be kept away from anything that can burn .,B2
"Despite this increase in popularity , there are people who criticize the use of this dialect .",B2
The remarks generated controversy .,B2
Swine influenza virus is common throughout pig populations worldwide .,B2
"For people who keep getting infections , taking antibiotics for a long time is helpful .",B2
Some clinics function as a place for people with injuries or illnesses to come and be seen by a triage nurse or other health worker .,B2
"In lateral approximants , only the center of the tongue touches the roof of the mouth .",B2
People of all races have fought against segregation and discrimination in the United States .,B2
"Margays are mainly nocturnal , but they do sometimes hunt during the day .",B2
"So far , two nuclear weapons have been used in the course of warfare , both by the United States near the end of World War II .",B2
"In September 2002 , he was diagnosed with breast cancer .",B2
"For the 2006 season , the fuel was a 90 % / 10 % mixture of methanol and ethanol .",B2
There is also a lieutenant - governor and an administrator .,B2
The number of chromosomes is 40 .,B2
Construction began in 1871 of a bridge to be supported by brick piers resting on bedrock .,B2
Most people with dengue recover without any ongoing problems .,B2
The animated series takes place chronologically between the and films .,B2
The book series does not happen in one particular timeframe .,B2
The main difficulty of water wheels was their inseparability from water .,B2
"Officially , genetic engineering is the direct manipulation of the genome with techniques developed in the 1970s .",B2
Fat feminism and the related fat acceptance movement originated in the late 1960s alongside second -wave feminism .,B2
"After more than 40 movies , she ended her movie career in 1928 at the early age of 13 .",B2
"Gardenia plants are prized for the strong sweet scent of their flowers , which can be very large in size in some species .",B2
"Once a person gets the dengue virus from a mosquito , the virus attaches to and enters the person 's white blood cells .",B2
"White chocolate , although similar in texture to that of milk and dark chocolate , does not contain any cocoa solids .",B2
"The ocelli of insects have a simple lens , but their focal point always lies behind the retina . They can never form a sharp image .",B2
Canada is also home to many indigenous languages .,B2
"After the fall of the Berlin Wall the population dropped from over 100,000 in 1989 down to roughly 75,000 in 2005 through emigration .",B2
"Like other reptiles , turtles lay eggs which are slightly soft and leathery .",B2
"Plasma screens are made out of glass , which may result in glare on the screen from nearby light sources .",B2
Sauces may be used for savory dishes or for desserts .,B2
The method works best if neither the parent nuclide nor the daughter product enters or leaves the material after its formation .,B2
The mineral was used during mummification ceremonies in ancient Egypt because it absorbs water and behaves as a drying agent .,B2
The atmosphere is modeled as a fluid .,B2
One example where this is used is the Light- dependent reaction of photosynthesis .,B2
"Critics have objected to the use of genetic engineering on several grounds , including ethical , ecological and economic concerns .",B2
"Visual stimuli are frequently considered elegant if a small number of colors and stimuli are used , emphasizing the remainder .",B2
During the 1960s the paper championed the new British groups emerging at the time .,B2
Small memories on or close to the CPU chip can be made faster than the much larger main memory .,B2
"In men , as in women , there are a number of physical factors that may cause sexual discomfort .",B2
"His interests included linguistics , archaeology , biochemistry and music .",B2
Zinc sheet metal is used to make zinc bars .,B2
Over 250 different species of looli marine life are found in the 300000 acre of lagoon and surrounding waters .,B2
Rottnest is one of the few areas in the world where the native quokka can be found .,B2
"New paradigms have been created over time , and people either pointed them out at the time , or when looking back .",B2
Plasma screens are made of two sheets of glass with two gases stored between the sheets .,B2
"The plasma window emits a bright glow , with the color being dependent on the gas used .",B2
"Water play areas are similar to water parks and include urban beaches , splash pads , and smaller collections of water slides in many hotels and public swimming pools .",B2
"Platform games originated in the early 1980s , which were often about climbing ladders as much as jumping , with 3D successors popularized in the mid-1990s .",B2
"These monkeys are active in the daytime , and live together in social groups .",B2
"In the United States , campaigns have made people believe that wildfires are always bad for nature .",B2
"Under current rules and regulations , every movie made primarily in any dialect of Chinese language is eligible for competition .",B2
The giant panda is a conservation - reliant vulnerable species .,B2
"The permanent collection consists of more than 35,000 works of art .",B2
The larvae have black hairs and also eat small insects .,B2
The church underwent several renovations during the 1900s .,B2
The river 's total length is 2400 km and its drainage basin totals 534739 km2 in area .,B2
Komodo dragons are carnivores .,B2
Xcelerator will not operate in the rain so that a shortshot does not happen when the launch track is wet .,B2
"Thus , we can evaluate a contour integral of the fourth dimension .",B2
TVLM513 - 46546 is the name scientists give to a flare star with very low mass .,B2
There are many other variations on male masturbation techniques .,B2
Equations can be classified according to the types of operations and quantities involved .,B2
"At the highest level , all of England is divided into nine regions that are each made up of a number of counties and districts .",B2
There may be two subspecies of the Siamang .,B2
Animated sequels and movie-length episodes of animated series are also often released in this fashion .,B2
Another technique that has become more popular recently is multithreading .,B2
"A bald eagle , the national bird of the United States , symbolizes protection in peace and war .",B2
"Each female fly can lay about 9,000 eggs in its life , in several batches of about 75 to 150 .",B2
A slightly different explanation focuses on the loss of the essential while holding on to what is not essential .,B2
"Alcohol is the most available , widely consumed , and widely abused recreational drug .",B2
"These are Australian political parties which are no longer registered with any federal , state or territory political bodies , and can thus no longer contest elections .",B2
"A crossfader on a dj mixer essentially functions like two faders connected side- by-side , but in opposite directions .",B2
There are many software applications that feature virtual crossfaders .,B2
"Pollination in this genus is accomplished in an unusual manner , as the pollen is grouped into pollen sacs .",B2
The following is a list of serum hCG levels .,B2
"Leo died in 1289 from arsenic , and was succeeded by his son Hetoum II .",B2
He was succeeded by his son Hethum II .,B2
The battle was the first naval battle in history in which the ships never saw or fired directly at each other .,B2
"Originally , electricity and magnetism were considered to be two separate forces .",B2
Black powder had a very low specific impulse .,B2
"The first necessary things used in the sport includes outrigger skis , sit-skis , and mono-skis .",B2
China has one of the world 's oldest civilizations and has the oldest continuous civilization .,B2
The disparities between the two sets of dates result from additional discoveries and refined understanding of the still very incomplete source evidence .,B2
The demand for organs significantly surpasses the number of donors everywhere in the world .,B2
"During mating season , the salamanders travel upstream , where the female lays two strings of over 200 eggs each .",B2
The movement is controversial .,B2
It is possible to use rounded arithmetic to evaluate the exact value of a function with a discrete domain and range .,B2
"The films are written and directed by a variety of individuals and feature large , often ensemble , casts .",B2
"During the construction , the bridge collapsed on 31 August 1939 , and 18 workers were killed .",B2
Controlled burning is practised by the national park in consultation with traditional owners who have used fire as a land management tool for thousands of years .,B2
Magnesium sulfate is used as a brewing salt in beer .,B2
The mortality rate of chikungunya is slightly less than 1 in 1000 .,B2
"The tightened security made things very hard for the German soldiers to move about , and a number of them were captured .",B2
The least skipper 's rounded wings and slender body are distinctive .,B2
"In the past , ten subspecies of the dholes were recognized .",B2
"However , studies on the dhole 's DNA show little genetic difference between the subspecies .",B2
G5 - O33 The Horus name is the oldest form of the pharaoh 's name .,B2
At the northern end there are salt marshes which include a wetland of international importance .,B2
Slugs belong to several different families which also include snails with shells .,B2
Large parts of the world remained plagued by largely preventable or treatable infectious diseases .,B2
The thrush builds a neat mud-lined cup nest in a bush or tree and lays four or five dark -spotted blue eggs .,B2
"Generally , unblended black teas are named after the region in which they are produced .",B2
"The wood pigeon is mostly grey , with large white patches on both sides of the neck .",B2
The purpose of this event is for individual shooters to try and score on a breakaway against an opposing goalie .,B2
"Various theories have been put forward as possible contributors to the collapse , many of them mutually compatible .",B2
"For over three decades , he has combined teaching with a writing profession .",B2
Vervet monkeys serve as a primate model for understanding genetic and social behaviors of humans .,B2
"In the early days of the recording industry , record labels were absolutely necessary for the success of any artist .",B2
"With the Internet now being a viable source for music , net labels emerge .",B2
"It has a horizontal bands of yellow , green and red ; charged with a large white five-pointed star at the center .",B2
Argonauts are capable of altering their color .,B2
"On December 19 , 2012 , evidence was presented for a system of five planets orbiting Tau Ceti .",B2
The strings of eggs absorb water and swell in size .,B2
The Bull shark mainly feeds on bony fish and small sharks .,B2
A striking feature of metabolism is the similarity of the basic metabolic pathways among vastly different species .,B2
"Most seamounts are not yet to be studied , or even mapped .",B2
"When the baby is latched on correctly , the nipple is located against the soft palate in the back of the baby 's mouth .",B2
"The different species specialise in feeding on different conifer species , with the bill shape optimized for opening that species of conifer .",B2
"The draw for the qualification stage took place on 8 April 2015 , immediately after the announcement of the host nation .",B2
The film 's story is about an astronaut crew who leave Earth on a deep space mission and crash land on a supposedly alien planet in the 40th century .,B2
In many jurisdictions no formalities are necessary to start an association .,B2
"In most countries , an unincorporated association does not have separate legal personality , and few members of the association usually enjoy limited liability .",B2
"The sexes usually differ , often in the pattern or number of the black markings .",B2
All five subspecies of the mourning dove look similar and cannot be told apart easily .,B2
"A white dwarf is very hot when it is formed , but since it has no source of energy , it will gradually radiate away its energy and cool .",B2
"A fairly fast growing species , it can grow as high as 30 metres , and can live more than 100 years .",B2
"During the afternoon of July 16 , a tropical depression formed thousands of miles west of Mexico , and within 12 hours it strengthened into a tropical storm .",B2
"Currently , 244 countries and territories have official ISO 3166 - 1 codes .",B2
Elemental potassium does not occur in nature because of its high reactivity .,B2
The candidates in this section have held public office or been included in a minimum of five independent national polls .,B2
Individuals in this section have expressed an interest in running for president within the last six months .,B2
"In the United States , states have primary jurisdiction in matters of public morality .",B2
"After the remaining population had been expelled , the Germans continued the destruction of the city .",B2
"The gestation period of queens is between 64 and 67 days , with an average of 66 days .",B2
"In some cases , when cold snaps threaten wildlife , warming centers are created and operated to protect endangered wild animals .",B2
The atmosphere is a chaotic system .,B2
By 1880 the reliable water source had attracted many settlers .,B2
The initial aim of treatment is to settle the symptoms of an acute attack .,B2
"To improve mechanized sorting , each address now has a sorting number which is printed on the letter as an orange colored barcode .",B2
"The fur coloring of the lar gibbon varies from black and dark - brown to light - brown , sandy colors .",B2
Nautiluses reproduce by laying eggs .,B2
"One of the major criticisms of this law is the confusion caused when some states recognize a new entity , but other states do not .",B2
"Tube feet are used to move , feed and respiration .",B2
Convective rainbands can form parallel mountains on their windward side .,B2
Small amounts of hydrogen sulfide can be found in crude petroleum .,C1
The Cheer pheasant lacks the color and brilliance of most pheasants .,C1
Honey badgers have the least specialised diet among mustelids .,C1
Mercury is extracted by heating cinnabar in a current of air and condensing the vapor .,C1
Myxobacteria move by gliding on the surface .,C1
"Most forms of leukemia are treated with pharmaceutical medication , typically combined into a multi-drug chemotherapy regimen .",C1
The battle abruptly ended the period of triumphant Roman expansion that followed the end of the Civil Wars forty years earlier .,C1
Presocial behavior is much more common in the animal kingdom than complete eusociality .,C1
Half the sugar of a can of regular cola is still more sugar than many people on popular low-carbohydrate diets are permitted to have in a day .,C1
Hollandaise is one of the five mother sauces in French haute cuisine .,C1
A barograph is a device which records barometric readings on paper .,C1
"Unlike their relatives living in more hospitable climates , deep-sea cephalopods cannot afford to expend energy in protracted flight .",C1
"The silvertip shark is a robust and streamlined species with a moderately long , broad snout and large , round eyes .",C1
"The most complex molecular machines are made of proteins , and found in cells .",C1
"In Europe , the common crane predominantly breeds in boreal and taiga forest and mixed forests , from an elevation of sea-level to 2200 m .",C1
An order can be as simple as setting a date for trial or as complex as restructuring contractual relationships by and between many corporations in a multi-jurisdictional dispute .,C1
"Pirogi come in different shapes and forms : they are often oblong with tapering ends , but can also be circular or rectangular .",C1
"The standard shape for pyrohy is oblong with tapering ends , but rectangular or circular pyrohy are also common .",C1
The terminology used to refer to this delicacy differs greatly in various areas of Germany .,C1
"Fish and amphibian eggs have only one inner membrane , the embryonic membrane .",C1
"Older banyan trees are characterized by aerial prop roots that mature into thick , woody trunks , which can become indistinguishable from the primary trunk with age .",C1
"A serekh was normally used as a royal crest , showing the name of the pharaoh .",C1
"Gliese 581 c was thought to be habitable when it was discovered , and it was thought to be in the habitable zone .",C1
Digital signal processing algorithms typically require a large number of mathematical operations to be performed quickly and repeatedly on a series of data samples .,C1
"The bushtit is one of the smallest passerines in North America , at 11 cm in length and 5.3 g in weight .",C1
"Like flatworms they have a ciliated epidermis , but are unique in having but one cilium per cell .",C1
"Prairie dogs are chiefly herbivorous , though they eat some insects .",C1
"Examination of the immediate environs reveals a concentration of ancient sites , making a significant ritual landscape .",C1
"Pride allowed fighters latitude in their choice of attire but open finger gloves , a mouthguard and a protective cup were mandatory .",C1
"Originally , ventriloquism was a religious practice .",C1
"Because alpine tundra is located in various widely separated regions of the Earth , there is no animal species common to all areas of alpine tundra .",C1
Fundamental to the discipline are the sciences of physics and mathematics as these help to obtain both a qualitative and quantitative description of how such systems will work .,C1
Computational chemistry looks at both static and dynamic systems .,C1
The preputial glands of mice and rats are large modified sebaceous glands that produce pheromones used for territorial marking .,C1
The organization was disestablished as their activity had been outdated .,C1
Carbon monoxide can also be used in the water - gas shift reaction to produce hydrogen .,C1
The pigmented chromatophores have a sac of pigment and a large membrane that is folded when retracted .,C1
Solvents can be used to prepare solids by precipitation or by evaporation .,C1
"The effects of volcanic eruptions on recent winters are modest in scale , but historically have been significant .",C1
The presence of water alters the characteristics of a volcanic eruption .,C1
The early modern period was characterized by profound changes in many realms of human endeavor .,C1
"To ensure that the movements of the fish in the film were believable , the animators took a crash course in fish biology and oceanography .",C1
"Kappes died from anaphylaxis caused by an insect bite , aged 52 .",C1
"Adult dicyemids range in length from 0.5 to , and they can be easily viewed through a light microscope .",C1
"Monocytes which migrate from the bloodstream to the tissues will then differentiate into macrophages or dendritic cells , which then stay in the tissue .",C1
Xenon difluoride is a strong fluorinating and oxidizing agent .,C1
Non-saline surface water uses is replenished by precipitation and by recruitment from ground-water .,C1
Not every poison has an antidote .,C1
It was once use for Lord Mayors to be created knights when they took office and baronets when they retired .,C1
The uterus is supplied by arterial blood both from the uterine artery and the ovarian artery .,C1
Banana fiber harvested from the pseudostems and leaves of the plant has been used for textiles in Asia since at least the 13th century .,C1
Yellow discoloration of the skin and the whites of the eyes happens in all types of jaundice .,C1
In 1999 the common pipistrelle was split into two species on the basis of different -frequency echolocation calls .,C1
"Mature kauri trees have large trunks , forming a bole with little or no branching below the crown .",C1
Handcuffs with double locks have a detent which when engaged stops the cuff from ratcheting tighter to prevent the wearer from tightening them .,C1
"The surface area , surface elevation , and water volume of the reservoir fluctuate based on inflow and local climatic conditions .",C1
"Though it is the least reactive of the halogens , iodine is still one of the more reactive elements .",C1
The taxonomy and systematics of the sooty / pale-tailed barbthroat complex has caused much confusion .,C1
"Prokaryotes include bacteria and archaea , two of the three domains of life .",C1
The hippocampus has a generally similar appearance across the mammals from monotremes such as the echidna to primates such as humans .,C1
The different neuronal cell types are neatly organized into layers in the hippocampus .,C1
Python is a multi-paradigm programming language .,C1
"Different approaches to programming have developed over time , being identified as such either at the time or retrospectively .",C1
Yet another prominent example of an introduced species that became invasive is the European rabbit in Australia .,C1
May was diagnosed with diabetes mellitus of type 1 in November 2012 .,C1
"During wars , merchant ships may be used as auxiliaries to the navies of their respective countries , and are called upon to deliver military personnel and materiel .",C1
"The bombard was manufactured from longitudinal bars of iron , hooped with rings fused into one mass .",C1
"Because of the lack of physical characteristics that supportthis group , it is very possible that the subfamily as it is currently recognized could grow bigger .",C1
"The biggest source of natural background radiation is airborne radon , a radioactive gas that emanates from the ground .",C1
Gamma rays are produced by some types of radioactive atoms .,C1
"The insect produces carminic acid , which deters predation by other insects .",C1
"Studies have shown that ear bones in mammal embryos are attached to the dentary , which is part of the lower jaw .",C1
Cholera 's main symptoms are very bad diarrhea and vomiting clear fluid .,C1
"As an example of isomer counting , there are nine structural isomers with molecular formula CHO having different bond connectivities .",C1
We can get another proof of the Pythagorean theorem by using similar triangles .,C1
"Tectonic earthquakes from the volcano had been detected since early August 2017 , and volcanic activity intensified for several weeks before decreasing significantly in late October .",C1
"The temporal lobe holds the primary auditory cortex , which is important for the processing of semantics in both speech and vision in humans .",C1
An observer standing on the Earth 's equator visualizes the celestial equator as a semicircle passing directly overhead through the zenith .,C1
"Fossils at Riversleigh are found in limestone by lime- rich freshwater pools , and in caves , when the ecosystem was evolving from rich rainforest to semiarid grassland community .",C1
"These are seashells , the shells of various marine mollusks including both gastropod and bivalves .",C1
"The bumblebee bat roosts in the caves of limestone hills , along rivers , within dry evergreen or deciduous forests .",C1
"The show is in syndication throughout the United States and Canada , as well as a number of other countries .",C1
"As a result microbial mats began to produce the atmosphere we know today , in which free oxygen is a vital component .",C1
Chasms and gorges form a network that dissects the rocky platforms on the plateau .,C1
Restriction enzymes probably evolved from a common ancestor and became widespread by horizontal gene transfer .,C1
"In cases where infections are related to intercourse , taking antibiotics afterwards may be useful .",C1
"Because plans represent three - dimensional objects on a two -dimensional plane , the use of views or projections is crucial to the legibility of plans .",C1
People with hepatitis should avoid taking drugs metabolized by the liver .,C1
Birds excrete their nitrogenous wastes as uric acid in the form of a paste .,C1
"Pumice is created when super-heated , highly pressurized rock is violently ejected from a volcano .",C1
"Postal regions do not necessarily follow state boundaries , so sorting by state is not practical .",C1
"In ancient times , regnal years were counted from the year a new monarch took the throne .",C1
OF reacts with many metals to yield oxides and fluorides .,C1
"The Emperor died from a disease which afflicted him with sores , apparently the first royal victim of smallpox in Japan .",C1
It is a mechanism of horizontal gene transfer as are transformation and transduction although these two other mechanisms do not involve cell- to - cell contact .,C1
"Despite their failure to score any hits , the American torpedo attacks achieved three important results .",C1
"If two parties wish to exchange encrypted messages , each needs to know how to decrypt received messages and to encrypt sent messages .",C1
The proposition that the death penalty was not always cruel and unusual punishment was just the beginning of the discussion .,C1
"Much of the plumbing work in populated areas is regulated by government or quasi-government agencies due to the direct impact on the public 's health , safety , and welfare .",C1
"A useful way to work around these gaps in knowledge is to find chronological synchronisms , which can lead to a precise date .",C1
Thermocouples are widely used in science and industry .,C1
"The class does not have a medusa larval stage in its development , unlike the rest of the phylum .",C1
"Of particular interest to astrobiology is the habitable zone of planetary systems where planets could have surface liquid water , and thus the capacity to harbor Earth - like life .",C1
"Earlier during the day , two attempts were made by Dutch battalions to carry out an attack against the western flank of the German perimeter .",C1
De facto segregation in the United States has increased since the civil rights movement .,C1
"Three key rearrangement reactions are 1,2 - rearrangements , pericyclic reactions and olefin metathesis .",C1
Type II rearrangements often involve double hydrogen migration in a carbon skeleton .,C1
The first derivative test is used in calculus optimization problems .,C1
Lung contusion and laceration are injuries to the lung .,C1
"While there is talk of making blue LEDs from zinc oxide , ceramicists are most interested in the electrical properties that show grain boundary effects .",C1
"To convert a number from hexadecimal to decimal , there are two common ways .",C1
The conversion from hexadecimal to binary is equally direct .,C1
"During an instrumental interlude , the music creates a thunder storm to indicate the passage of time .",C1
Flogging was used to punish convicts in the penal colonies of Australia .,C1
"Aquatic animals usually excrete ammonia directly into the water , as this compound is soluble and there is ample water available for dilution .",C1
Nautiluses are the only cephalopods who have an external shell .,C1
Polymers are high molecular mass compounds formed by polymerization of monomers .,C1
"During much of the letterpress era , movable type was composed by hand for each page .",C1
The concept of formally defined layers or strata is central to the geologic discipline of stratigraphy .,C1
"In particle accelerators the beamline is usually housed in a tunnel and / or underground , cased inside a cement housing .",C1
The estuaries and tidal flats are home to an array of plants and animals adapted to living in the oxygen - deficient saline mud .,C1
"It is used in the manufacturing of photographic film , engraving and lithography .",C1
Women get more UTIs than men because women have a urethra that is much shorter and closer to the anus .,C1
Measures to prevent opportunistic infections are effective in many people with HIV / AIDS .,C1
Turtles are divided into two extant suborders : Cryptodira and Pleurodira .,C1
The chessboard on the top of the cabinet was thin enough to allow for a magnetic linkage .,C1
"The lesser roadrunner is an omnivore , meaning it eats both meat and plants .",C1
Some examples of large Plinian eruptions that formed calderas include the following : The lava is usually rhyolitic and has a lot of silicates .,C1
About 200 species of symphylans are known worldwide .,C1
"The geology of the area is layers of gritstone , coal and glacial deposits of sand and gravel .",C1
"A variety of refinements to the attack have been suggested , including using multiple linear approximations or incorporating non-linear expressions , leading to a generalized partitioning cryptanalysis .",C1
The designers analyzed IDEA to measure its strength against differential cryptanalysis and concluded that it is immune under certain assumptions .,C1
Note that unrestricted submarine warfare was resumed in February 1917 and the British began full-scale convoying in September 1917 .,C1
Nitrous oxide also may be used in a monopropellant rocket .,C1
The order Archaeognatha is cosmopolitan ; it includes roughly 500 species in two families .,C1
People who are allergic to wasp venom are also allergic to hornet stings .,C1
Dates in brackets represent the ruling dates of the Ptolemaic pharaohs .,C1
Of the total exploitation length of route 43 % or 1272 km are electrified .,C1
"Under standard conditions , potassium bromide is a white crystalline powder .",C1
Mercury is a silvery - white liquid post-transition metal .,C1
Manganese is a silvery - gray metal and is part of the group known as the transition metals .,C1
Arsenic pentafluoride is a colorless gas .,C1
A slightly different explanation suggests this flexible catchphrase has to do with discarding the essential while retaining the superfluous because of excessive zeal .,C1
"In angiosperms , after the pollen grain has landed on the stigma , it develops a pollen tube which grows down the style until it reaches an ovary .",C1
Mature adults have a pair of small fins projecting from the lateral sides of the mantle .,C1
Prince Be suffered a massive stroke in early 2005 that left him paralyzed on the left side of his body .,C1
"In addition , the torquoselectivity in an electrocyclic reaction refers to the direction of rotation .",C1
The battle also showed the worth of pre-war naval code breaking and intelligence - gathering .,C1
Some extinct animals such as sauropod dinosaurs appear to have used stones to grind tough plant matter .,C1
The increasing use of carbon fiber composites is displacing aluminum from aerospace applications in favor of other metals .,C1
"Sound waves traveling through the ear canal will hit the tympanum , or eardrum .",C1
"Because ovulation is not always triggered by a single mating , females may not be impregnated by the first male with which they mate .",C1
Urinary tract infections have been described since ancient times .,C1
"By 2002 , 36 states had repealed their sodomy laws or their courts had overturned them .",C1
Geologists usually require several pieces of evidence before they will accept that a rock was used by a dinosaur to aid its digestion .,C1
In the circulatory system they move from lymph node to lymph node .,C1
Harvestmen are ancient arachnids .,C1
What is unusual is the overall tilt of the plateaus and hills .,C1
"Schinkel , however , is famous as well for his theoretical work and his architectural drafts .",C1
Other neutral particles are very short-lived and decay before they could be detected even if they were charged .,C1
"Dated to 3.6 million years ag , o they were the oldest known evidence of hominin bipedalism .",C1
"Measurement of the absorption of light is complicated by the solvent used to extract the chlorophyll from plant material , which affects the values obtained ,",C1
Some people think this is because of paranormal or extraterrestrial beings .,C1
"The adult plumage of most of the albatrosses is usually some variation of dark upper-wing and back with white undersides , often compared to that of a gull .",C1
"He died of a brain hemorrhage on 23 March 1995 , after collapsing during the filming of a coaching video .",C1
"Lithium reacts with water easily , but with noticeably less vigor than other alkali metals .",C1
The game ends either when all contestants are eliminated or when the question for the highest value in the money tree is answered .,C1
"Most euglenozoa have two flagella , which are inserted parallel to one another in an apical or subapical pocket .",C1
"Crustaceans exhibit a number of larval forms , of which the earliest and most characteristic is the nauplius .",C1
Some dispute psychometrics entirely .,C1
Sexual development can occur when amoeboid cells are starved for their bacterial food supply and dark humid conditions are present .,C1
Cogeneration is a thermodynamically efficient use of fuel .,C1
"Crossbills are specialist feeders on conifer cones , and the unusual bill shape is an adaptation which enables them to extract seeds from cones .",C1
A stellar classification of M3.5V makes this a red dwarf star that is generating energy through the nuclear fusion of hydrogen at its core .,C1
"Regional metamorphism , or dynamic metamorphism , occurs in great masses of rock .",C1
"The standard method of travel was by foot , as wheeled carts were almost nonexistent and heavy cargo was usually sent by boat .",C1
"Using the residue theorem , we can evaluate closed contour integrals .",C1
"Like the white - tailed hummingbird , it is sometimes considered a subspecies of the more widespread stripe-tailed hummingbird .",C1
"Within the convention of zero being neither positive nor negative , a specific sign- value 0 may be assigned to the number value 0 .",C1
"In more recent times , U.S. warming centers are proliferating as a means to serve the unsheltered homeless during temperature and rainfall spikes .",C1
Atomic nuclei are protons and neutrons held together by the nuclear force .,C1
Wool has several qualities that distinguish it from hair or fur : it is crimped and elastic .,C1
The common names for aldehydes are not always the official names .,C1
Pumice is widely used to make lightweight concrete and insulative low-density cinder blocks .,C1
Sleep disturbances such as insomnia and sleep apnea are risk factors for depression and suicide .,C1
Modern imitation vellum is made from plasticized rag cotton or fibers from interior tree bark .,C1
Excessive modesty is called prudishness .,C1
"The design claim is often challenged as an argument from ignorance , since it is often unexplained or unsupported , or explained by unscientific conjecture .",C1
Untreated streptococcal pharyngitis usually resolves within a few days .,C2
The posterior pituitary is actually an extension of the hypothalamus .,C2
Calcium nitrate is used in waste water pre-conditioning for odor emission prevention .,C2
Clonidine may be used along with benzodiazepines to help some of the symptoms of alcohol withdrawal .,C2
"The mammal - like reptiles are traditionally divided into a primitive group and an advanced group , known respectively as pelycosaurs and therapsids .",C2
"Modern didgeridoo designs are distinct from the traditional Australian Aboriginal didgeridoo , and are innovations recognized by musicologists .",C2
The major advantage of conventional hydroelectric dams with reservoirs is their ability to store water at low cost for dispatch later as high value clean electricity .,C2
Absinthe has often been portrayed as a dangerously addictive psychoactive drug and hallucinogen .,C2
"The zooxanthellae benefit from a safe place to live and consume the polyp 's carbon dioxide , phosphate and nitrogenous waste .",C2
An increase in the number of white blood cells in circulation is called leukocytosis .,C2
"Altogether , the fauna of the time had many large herbivores and few terrestrial carnivores .",C2
Methylphenidate is most commonly used to treat ADHD and narcolepsy .,C2
The hypothalamus releases factors down the pituitary stalk to the pituitary gland where they cause the release of pituitary hormones .,C2
Lithium oxide is produced by thermal dehydration of lithium hydroxide .,C2
Hydrobromic acid has commonly been prepared industrially by reacting bromine with either sulfur or phosphorus and water .,C2
"Jaspillite is also formed as exhalative chemical sediments in certain lead-zinc ore deposits , and as a hydrothermal alteration facies around submarine volcanism .",C2
"Most amphibians go through metamorphosis , a process of significant morphological change after birth .",C2
"Glaucocystophytic algae contain muroplasts , which are similar to chloroplasts except that they have a cell wall , similar to that of prokaryotes .",C2
Epoxides can be deoxygenated using oxophilic reagents .,C2
Organometallic complexes are commonly used in catalysis .,C2
"Mineralized skeletons of bryozoans first appear in rocks from the Early Ordovician period , making it the last major phylum to appear in the fossil record .",C2
The related term homodesmotic reaction also takes into account orbital hybridization and in addition there is no change in the number of carbon to hydrogen bonds .,C2
"X- ray crystallography is the primary method for determining the molecular conformations of biological macromolecules , particularly protein and nucleic acids such as DNA and RNA .",C2
X- ray crystallography was the primary method for determining the 3 - D molecular structure of biological macromolecules .,C2
It is made by reacting sodium carbonate with silver nitrate .,C2
Silver carbonate can be prepared by combining aqueous solutions of sodium carbonate with a deficiency of silver nitrate .,C2
"Potassium chloride is extracted from minerals sylvite , carnallite , and potash .",C2
"Alginate , agar and carrageenan are gelatinous seaweed products collectively known as hydrocolloids or phycocolloids .",C2
Nitrogen dioxide is formed in most combustion processes using air as the oxidant .,C2
"Although most vertical - lift bridges use towers , each equipped with counterweights , some use hydraulic jacks located below the deck .",C2
"All aerobic organisms produce CO2 when they oxidize carbohydrates , fatty acids , and proteins in the mitochondria of cells .",C2
"All aerobic organisms produce when they oxidize carbohydrates , fatty acids , and proteins .",C2
"Deomyines share no morphological characteristics that can be used to separate them from other muroids , though subtle aspects of the third upper molar have been suggested .",C2
